Company Name,Address,Phone,Email,Website
JD Garage Auctions,"2557 Maplewood Dr WMaplewood, MN 55109",612 202 0771,jdgarageauctions@gmail.com,https://jdgarageauctions.hibid.com
JD Newell Auctioneers,"6860 E. I-30Royse City, TX 75189",972-636-0033 or 214-843-4910,newellauctioneers@yahoo.com,https://www.jdnewell.com
JD's Another Man's Treasure,"7549 Michigan RdPlymouth, IN 46563",574-400-3833,jdsanothermanstreasure@outlook.com,https://JDsTreasure.hibid.com
"JD's Realty & Auction, LLC","316 Market StClinton, TN 37716",8652644641,info@jdsauctions.com,https://www.jdsauctions.com
"JDS Auction Company, LLC","1015 Ridge RdKlingerstown, PA 17941",570-809-6657,jdsauction0228@gmail.com,https://
Jeane & Jude Auctions,"600 S German, Ste 106Conway, AR 72034",501-513-7652,jeane.jude.auctions@icloud.com,https://JeaneandJudeAuctions.hibid.com
Jeff Boone Auction & Realty,"4377 E. US Hwy 36Markleville, IN 46056",765-779-4000,jeffbooneauctions@gmail.com,https://www.jeffbooneauctions.com
Jeff Boston Auction Service,"5189 W St Rd 154Sullivan, IN 47882",812-382-4440,jamaboston@yahoo.com,https://bostoncentury.com
Jeff Canterbury Auctioneer,"820 Old Salem RoadPetersburg, IL 62675",217-341-3738,Jeffcanterbury62@gmail.com,https://JeffCanterburyAuctioneer.hibid.com
Jeff Rich Auction Service,"5980 Cunot Cataract RoadPoland, IN 47868",812-828-1467,richauction@ccrtc.com,https://www.auctionzip.com/rich
"Jeff Robinson Auctions and Estate Sales, LLC","123 ROBERT DriveO'Fallon, IL 62269",6188828888,farrarophile@yahoo.com,https://JeffRobinsonAuctions.com
Jen Rosie Designs,"4042 Hockaday DriveDallas, TX 75229",2148762466,Jen@jenrosiedesigns.com,https://www.jenrosiedesigns.com/
Jenkins Auction Online,"320 W Thornton StPaoli, IN 47454",812-653-7023,jenkinsauctiononline@gmail.com,https://www.jenkinsauctiononline.com/
Jennings Auction Group,"15 Hykes Mill RoadYork Haven, PA 17370",717-268-0020,bj@jenningsauction.com,https://www.jenningsauction.com
Jensen Machining Inc,"8298 Allport AveSanta Fe Springs, CA 90670",5623342151,jensenmachininginc@gmail.com,https://Jensenmachininginc.com
Jerry Rossen Auction Service,"710 S. West streetPeotone, IL 60468",7087174490,antk_toyz@yahoo.com,https://
Jersey County Auctions,"301 Main StreetKane, IL 62054",618-580-7963,scoobym0m@aol.com,https://www.jerseycountyauctions.com
Jersey Ontario,"9-350 Speedvale Ave. W.Guelph, ON N1H7M7",519-766-9980,ontario@jerseycanada.com,https://www.jerseyontario.ca/
Jesse Camelleri Auctioneer,"101 N Main LaneLehighton, PA 18235",610-392-5447,emcbst@ptd.net,https://
Jewel Chest Finds,"PO Box 14033Bradenton, FL 34280",941-799-7210,bjc103@yahoo.com,https://jewelchestfinds.hibid.com
Jim Barnett Auction Service,"2710 SE Barnett RdSt Joseph, MO 64507",816-262-2740,jim@jimbauctions.net,https://jimbauctions.net
"Jim Beere, Auctioneer","1236 Drummond Concession 10BPerth, ON K7H 3N3",613-326-1722,colleenbeere@gmail.com,https://
Jim Hands Auction,"PO Box 20006Perth, ON K7H 3M6",(613) 267-6027,info@jimhandsauction.com,https://jimhandsauction.com/
JIM LAMBERT AUCTIONEER,"7841 S. MOREY RDMCBAIN, MI 49657",231.633.5673,Elingsarah89@gmail.com,https://lambertauctions.com
Jim Racine Auctions,"239 Joseph Biggs HighwayRising Sun, MD 21911",(410) 658-9720,jracine@zoominternet.net,https://jimracineauctions.com
Jimmy's Auction & Estate Sales,"2632 E Quail RunMarion, IN 46953",7656182272,jwainscott@indy.rr.com,https://jimmysauction.com
JJ Wise Auctioneering,"1860 Taft AveKlemme, IA 50449",641-420-7355,jjwiseracing@yahoo.com,https://www.northiowaauctions.com
JJ's Authentics and Treasures,"TexasAlvarado, TX 76009",480-313-2591,jjs.treasuresllc@gmail.com,https://JJsAuthentics.hibid.com
JJW Enterprise,"760 W MainMesa, AZ 85201",(602) 619-5236,jjwenterprise@gmail.com,https://
JK Auctions,"26218 Liberty LaneWashington, IL 61571",309-285-5479,jkauctionsold@gmail.com,https://www.facebook.com/JK-Auction-House-110513737380772/
"JK Parker Auction Services, Inc.","744 Yoachum Rd.Harrah, OK 73045",405-454-2628 or 405-630-9184,jkparkerauctionservice@gmail.com,https://www.jkparkerauction.com
JKJ Real Estate & Auction Co,"1301 E WillowEnid, OK 73701",580-233-9800,jkjauction@gmail.com,https://jkjrealestateandauctionco.hibid.com
JLS Solutions LLC,"214 South David StreetSidney, IL 61877",2177225120,rslone63@hotmail.com,https://
JMJ Auction,"108 N New York AveWichita, KS 67214",3166777956,JMJauctionict@gmail.com,https://jmjauctionict.com/
JNT Auctions LLC,"3504 Leavenworth StreetOmaha, NE 68105",1-402-657-0302,schulte3@yahoo.com,https://
Jody Kalmbach Auctioneers,"1122 E Austin StGiddings, TX 78942",979-716-9685,shipping@couchbidder.com,https://www.couchbidder.com
Joe Kantz Auctions,"800 Inch Hill RoadSelinsgrove, PA 17870",570-898-4910,joekantz@gmail.com,https://joekantzauctions.hibid.com
Joe Ollis Auction Service LLC,"400 New Hope RoadBuncombe, IL 62912",618-833-2227,alex@ollisauction.com,https://www.ollisauction.com
Joel Nightingale Auctioneers,"201 Hotchkiss LnHines, OR 97738",503-510-9160,jtnightingale2000@gmail.com,https://JoelNightingale.hibid.com
"Joel's Tractors & Auction, LLC","33587 Highway 13Strawberry Point, IA 52076",563-933-4188,info@everitttractors.com,https://www.EverittTractors.com
"John B. Hayes Real Estate and Auction, Inc.","1417 John B Hayes RdPonca City, OK 74601",580-767-9056,sales@hayesauction.com,https://www.hayesauction.com
John Carl Auction Company,"8 W Elizabeth StMaytown, PA 17550",717-286-8282,johncarlauction@gmail.com,https://www.johncarlauctions.com
John D Johnson Auctions,"14057 Furnival RdRodney, ON N0L2C0",519 785 0367 or 519-857-7649,jgjohnson379x@gmail.com,https://johndjohnsonauction.com
"John M. Hess Auction Service, Inc.","768 Graystone Rd.Manheim, PA 17545",717-664-5238,contact@hessauctiongroup.com,https://www.hessauctiongroup.com
John Pischke Auctioneer,"130 Commerce PkwyGarner, NC 27529",919-906-0385,mcpartman@aol.com,https://www.johntheauctioneer.com
"John Sisk Auctioneers, Inc.","P. O. Box 759George West, TX 78022",361-456-7771,siskauctioneers@outlook.com,https://www.siskauction.com
John T Henry Auction Co,"2748 Cultra RdConway, SC 29526",843-365-2637,jthenry@sccoast.net,https://johnthenryauction.com
Johnny's Auctions,"19616 Pecan St SWRochester, WA 98579",360-791-6085,havasujohn2020@outlook.com,https://www.topauctionsite.com
Johnson Auction Service,"147 Flaugherty Run RoadMoon Township, PA 15108",724-457-1100,johnsonauction147@gmail.com,https://jas.hibid.com
"Johnson Auctioneers, LLC","P. O Box 458Harrison, OH 45030",513-403-6734,auctioninfo@etczone.com,https://www.johnsonsells4you.com
"Johnson Properties Realtors & Auctioneers, Inc.","48 Progressive Pkwy, P.O. Box 310Angier, NC 27501",919-639-2231,admanager@johnsonproperties.com,https://www.johnsonproperties.com
JoJo's Treasures,"5214 Heatherdale DrGrapevine, TX 76051",817-706-0984,jojograce0572@gmail.com,https://JoJosTreasures.hibid.com
Jon Witvoet Auctioneer,"34658N 990  RdRossville, IL 60963",217-304-0442,jwauctioneer@gmail.com,https://jonwitvoetauctioneer.com/
Jones & Company Auctions,"667 E Poplet Hollow RdPeoria, IL 61615",309-360-2390,JONESANDCO.AUCTION@gmail.com,https://jonesandcompanyauctions.hibid.com
Jones and Horan Auction Team,"453 Mast RdGoffstown, NH 03045",603-623-5314,auctions@jones-horan.com,https://www.jones-horan.com
Jones Swenson Auctions,"2303 RR 620 S., Suite 160-200Austin, TX 78734",512-261-3838,info@jonesswenson.com,https://www.jonesswenson.com
Joseph A. Pillow & Co. Auctioneers,"1624 Oakwood StreetBedford, VA 24523",540-871-0936,joe@jpillowauctions.com,https://www.jpillowauctions.com
Josh Burgener Auction & Realty,"1018 E 2400 N RdMoweaqua, IL 62550",217-820-0182,jdburgener3@gmail.com,https://JBurgenerRealty.com
"Josh Trosper, Auctioneer","39 Columbia DriveHinkle, KY 40953",6066220222,trosperjosh@icloud.com,https://joshtrosper.com
Joyce Auctioneering And Real Estate,"1071 State Highway AMarshfield, MO 65706",417-207-5412,jjoyce24.jj@gmail.com,https://JoyceAuctioneering.hibid.com
JP SALES AND SOLUTIONS,".Ottawa, ON K2J1J6",613-447-8390,JPSALESANDSOLUTIONS@GMAIL.COM,https://JPSalesandSolutions.hibid.com
JP Sports and Services,"3234 Elm StreetAlvinston, ON N0N1A0",519-808-4215,jpsportsandservices@outlook.com,https://JPSports.hibid.com
JP's Estate Liquidation,"20 Highway VHarviell, MO 63945",573-778-6169,jpsbargainbarn@gmail.com,https://jpsestateliquidation.hibid.com
JR Bender Company LLC,"8400 Watson RdSt. Louis, MO 63119",618-977-4405,jrbenderauctions@gmail.com,https://JRBenderCompany.hibid.com
JRL Auctions,"HermitageHermitage, PA 16148",724-815-1958,jrlauctions@gmail.com,https://www.jrlauctions.com/
JRS Auctions,"1866 Haskill RDPort Hope, ON L1A 3V7",9052607799,jrdevelopments1@gmail.com,https://
JSI Auctions,"928 S. Denver Ave.Hastings, NE 68901",402-469-3834,jsiauctions@yahoo.com,https://www.jsiauctions.com
JSJ Auctions,"45 Exeter RoadEpping, NH 03042",603-734-4348,Support@jsjauctions.com,https://jsjauctions.com
JSJ Auctions NH Surplus,"45 Exeter RoadEpping, NH 03042",603-734-4348,support@jsjauctions.com,https://jsjauctions.com
"Judd's Auction Gallery, Inc.","812 N. VermilionDanville, IL 61832",217-431-3736,juddsauction@att.net,https://juddsauction.com
Judy's Auction,"6141 NC HIGHWAY 39Selma, NC 27576",352-262-9977,goinsj9@gmail.com,https://
Juniper Auctions,"285 SW 2nd StreetMadras, OR 97741",541-480-8561,cfisher7@hotmail.com,https://www.juniperauctions.com
Junkytown,"925 Iowa St Suite BLawrence, KS 66044",785-333-5140,sales@junkytown.shop,https://junkytown.hibid.com
Junque in the Trunk,"910 LaSalleWaco, TX 76706",(254) 717-0696,junqueinthetrunk12@outlook.com,https://Junqueinthetrunk12@outlook.com
Just Sold Auctions,"469 Airport DrUnion Dale, PA 18470",570-815-2410,justsoldauctions@gmail.com,https://JustSoldAuctions.hibid.com
Just What I Wanted,"410 Old Fort RdFairview, NC 28730",828-691-1601,justwhatiwanted1108@gmail.com,https://JustWhatIWanted.hibid.com
Just4YouAuctions,"92 Argyle CresentChatham, ON N7L 4T8",519-359-0518,Just4YouAuctions1@gmail.com,https://Just4YouAuctions.hibid.com
Justin Kaser Auctioneers,"238 Altgeld StSouth Bend, IN 46614",574-274-8649,Kaserauction@gmail.com,https://www.kaserauction.com
Justin Timm Auction Service,"PO Box 2061Wilsonville, OR 97070",503-475-5997,justintimmauctionservice@gmail.com,https://www.justintimmauctionservice.com
JW Auction Service LLC,"147 West Jackson StreetSeneca, IL 61360",815-600-9855,Jakeilauctioneer@gmail.com,https://JWAuctionService.hibid.com
K&K,"3306 Huxley DrMississauga, ON L5L 4R2",647-569-4449,kkauctions1@gmail.com,https://kandk.hibid.com
K&T AUCTIONS,"14426 Chesterville RdMoores Hill, IN 47032",812-907-0872,triciagrimsley49@gmail.com,https://
K.D. Smith Auctions,"80 Pacific DriveQuakertown, PA 18951",610-797-1770,kyleows@gmail.com,https://80 Pacific Drive
K7 Auctions,"8758 Melmont Rd.Melba, ID 83641",208-941-9952,dlkukla@gmail.com,https://K7Auctions.hibid.com
"Kail Auctions, LLC","835 Foundry Hill RdPuryear, TN 38251",731-514-1258,kailauctions@gmail.com,https://kailauctions.hibid.com/
Kam Sales,"1025 W FM 515Winnsboro, TX 75494",513-716-7520,km912001@yahoo.com,https://kamsales.hibid.com
Kankakee Valley Auctions LLC,"9224 S. 875 E.Walkerton, IN 46574",219-973-9240,kvauction@yahoo.com,https://www.kvaauctions.com/
Karla's Auction,"149 Government RdYorkton, SK S3N 4K1",306-621-8051,karla.ukrainetz.auction@gmail.com,https://www.ukrainetzauction.com
Karolina Auction,"116 Linneys Mtn. RdTaylorsville, NC 28681",828-640-8175,karolinaauction@yahoo.com,https://Karolinaauction.com
Kathleen M Mack Auctioneer,"113 Jakes DriveNew Florence, PA 15944",724-235-2688,fkmack@verizon.net,https://www.kathleenmackauctions.com
Katy Coin LLC,"5365 1ST STKaty, TX 77493",832-745-3754,David@katycoin.com,https://katycoin.hibid.com
Katydid Vintage Utah,"244 E. 525 S.PROVIDENCE, UT 84332-9412",4352794101,shopskyboxsports@gmail.com,https://
Kaye's Auction House,"263 Stanley St.Winnipeg, MB R3A 0W8",204-668-0183,wedoauctions@kayesauctions.com,https://kayesauctions.com
KC Auction Company,"1301 E. 12th StreetKansas City, MO 64106",816-283-3633,KCauctionco@icloud.com,https://www.kcauctioncompany.com
KDK Source LLC,"10416 Rockley RoadHouston, TX 77099",832-275-8876,kdksource@gmail.com,https://kdksourcellc.hibid.com
Keilig Auction Service,"821 Westridge DriveRavenna, NE 68869",308-390-3673,Keiligauction@gmail.com,https://keiligauction.hibid.com
Keller Williams - The Auction Division,"450 St. Andrews Dr.,Murfreesboro, TN 37128",615-566-0842,sellingtn@gmail.com,https://www.theauctiondivision.com/
Kellett Auctions,"40 Stillwaterpark DrJanetville, ON L0B 1K0",17053282185,kellettauctions@hotmail.com,https://KELLETTAUCTIONS.COM
Kellies Estate Services,"5000 Marsh RdOkemos, MI 48864",517-410-9423,info@shopkellies.com,https://www.kellies.shop/
Kelly Auctions,"3726 Willetta DriveRoanoke, VA 24018",8045865739,kellyauctionco@gmail.com,https://www.kellyauction.com
Kelso & Company Auctioneers,"206 Victoria Road SGuelph, ON N1E 5R1",519-837-7653,auction@kelsobid.com,https://www.kelsobid.com
Ken Lucius Auctions LLC,"10482 County Highway 42Upper Sandusky, OH 43351",419-937-6133,kenlucius1@gmail.com,https://KenLuciusAuctionsLLC.hibid.com
Kendall Estate Auction,"2575 Sheridan RoadNoblesville, IN 46062",317-416-8156,kendallestateauction@gmail.com,https://KendallEstate.hibid.com
Kennedy Brothers Enterprises Inc.,"4278 28th Street NSt. Petersburg, FL 33714",727-821-5400,KennedyBrosAuctions@gmail.com,https://www.kennedybrothersauctions.com
Kennedy Real Estate & Auction Co LLC,"1820 Chapman HwySevierville, TN 37876",865-908-8611,shirley@kennedyauctions.net,https://www.kennedyauctions.com
Kennedy's Auction Service LLC,"4872 Hwy 64 EastSelmer, TN 38375",731-645-5001,matthew@kennedysauctionservice.com,https://www.kennedysauction.com
"Kenny Bland Auctions & Appraisals, LLC","3230 S. Rogers St.Bloomington, IN 47403",812-320-0130,dirk@kennyblandauctions.com,https://www.kennyblandauctions.com
Kevin Hill Auction Service Inc.,"PO Box 854Corvallis, MT 59828",406-531-7927,khasmt@hotmail.com,https://www.kevinhillauctions.com
Kevin Neal Auction Service,"1204 Olean Trail RoadNew Bethlehem, PA 16242",814-275-2087,knauctionservice@gmail.com,https://kevinnealauctionservice.hibid.com
Key Auctions,"92 Old Berry MillsBerry Mills, NB E1G 2N2",506-233-9596,keyauctionsonline@gmail.com,https://www.keyauctions.ca
Key Date Coins,"148 Route 73 Suite 3-184Voorhees, NJ 08043",856-685-9848,support@kdcauction.com,https://keydatecoins.hibid.com
Keystone Auctions LLC,"218 East Market StreetYork, PA 17403",717-755-8954,KeystoneAuctions@gmail.com,https://auctionsbykeystone.com
KGR Auctions,"1250 Taylor Station RoadColumbus, OH 43230",614-419-6301,krodzevska@gmail.com,https://KristinaRodzevska.hibid.com
Kigar Realty and Auction,"500 S Madison StDelta, OH 43515",4198225590,Kigarauction@gmail.com,https://kigarrealty.com/
Kilford Auctions,"7209 Charter Oak LoopTemple, TX 76502",2108845737,support@kilfordauctions.com,https://www.kilfordauctions.com
Kim Duncan Auction & Realty,"12069 E BEAL RDMOUNT VERNON, IL 62864",6185217818,kdauctionservice@hotmail.com,https://kimduncanauctionservice.com
"Kimsey Realty and Auction, LLC","1296 East Main StreetFranklin, NC 28734",828-524-3500,Marty@martykimsey.com,https://www.KimseyAuction.com
King Auction Company,"1201 Nettleton CircleJonesboro, AR 72401",870-710-0036,joking636@gmail.com,https://kingauctionar.hibid.com
King Liquidation Store,"2902 Almeda Genoa Suite A3Houston, TX 77047-4634",979-292-4263,tamjam50@gmail.com,https://kingliquidationstore.hibid.com
"King Realty & Auction Co., Inc.","401 South Pine StreetFlorence, AL 35630",2567669600,henrylking@bellsouth.net,https://kingrealtyandauction.hibid.com/
King William Auction Inc.,"871 Mundy Point RoadCallao, VA 22435",804-310-3834,dtruax80@gmail.com,https://kingwilliamauctioninc.hibid.com
Kings Kollectables Auctions,"11 Park Ave WChatham, ON N7M 1V8",519-359-9393,kingsk31@outlook.com,https://kingskollectablesauctions.hibid.com
Kinser Auction Service,"1094 Bennett RdBedford, IN 47421",(812) 275-8442,tbkinser@gmail.com,https://kinserauctionservice.hibid.com/
Kitson Auctioneering,"122 W Lincoln Ave.Belvidere, IL 61008",815-973-0915,Andrew@kitsonauctions.com,https://Www.kitsonauctions.com
KJ Auction Service LLC,"1001 Croxton AveBloomington, IL 61701",217-308-8777,kjauctionservice@gmail.com,https://kjauctionservice.hibid.com
KJB Home Goods & More,"10639 S. Manhattan PlLos Angeles, CA 90047",714-869-8369,kjbauctions@gmail.com,https://KJBHomeGoods.hibid.com
KJs Needful Things,"1775B W Hamlin RdRochester Hills, MI 48309",248-505-5985,kjsneedfulthings@gmail.com,https://kjsneedfulthings.com
Klaassen Realty & Auctions,"120th 9th StSibley, IA 51249",712-754-3500,kevink@klaassenrealty.com,https://www.klaassenrealty.com
Klein's Auction,"4331 Castle Hayne RoadCastle Hayne, NC 28429",910-675-8450,kleinsauction@gmail.com,https://www.kleinsauction.com
Kleinfelter's Auction,"492 E. Lincoln AveMyerstown, PA 17076",717-272-7078,admin@kleinfelters.com,https://www.kleinfelters.com/
Kliewer's Auction Service LLC,"1307 12th StreetAURORA, NE 68818",402-631-9085 cell,colkliewer@hamilton.net,https://Kliewer Auction Service
"Kline, Kreider & Good Auctioneers","110 Cocalico Creek RoadEphrata, PA 17522",717-606-2226,curvin@curvinhorning.com,https://www.klinekreidergood.com
Klingson-Farnham Auction Service,"3125 17th Ave NFort Dodge, IA 50501",(515) 351-0132,klingsonfarnhamauction@gmail.com,https://Klingson-farnhamauction.com
Knepper's Auction Service LLC,"4353 Waterlevel RdRockwood, PA 15557",814-442-5175,rmknepper@comcast.net,https://KneppersAuctionService.hibid.com
Knight Auction Service LLC,"130 W Fremont RdLebanon, MO 65536",417-532-7497,sknight@resultsadv.com,https://www.knightauctionservice.com
Knight Property and Auction,"11064 Asheville Hwy Suite A-104Inman, SC 29349",864-708-1466,rknight@knight-auction.com,https://KPAS.hibid.com
Knight Treasures,"WoodwayWoodway, TX 76712",903-331-7364,knightreasures@gmail.com,https://KnightTreasures.hibid.com
"Knights Auction Service, LLC","6118 Chidester DriveCanfield, OH 44406",330-307-5591,KnightsAuction@aol.com,https://
KNM Auction,"1024 Spruce StLa Marque, TX 77568",713-302-8488,knmauction@gmail.com,https://KNMAuction.hibid.com
Knobley Mtn Auction,"8018 Northwestern TurnpikeKeyser, WV 26726",304 813 8407,Knobleymtn1@gmail.com,https://knobleymtn.hibid.com
Knowles Auction Service,"1305 N. Michigan AvenueMarshall, IL 62441",217-826-2527,knolzy_78@hotmail.com,https://www.knowlesauctions.com
Koons Auctions,"104 Dugan St. N.  % 1172 125th StreetWelcome, MN 56181",507-236-2902,koonsonline@koonsauction.com,https://www.koonsauction.com
Kopka Auctions,"225 S SR 39Winamac, IN 46996",5742420356,kopkaauctionservice@gmail.com,https://
